pokedex number,branch code,name,generation,type1,type2,number of types,sprites
0497,497_0,serperior,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/serperior.png
0498,498_0,tepig,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/tepig.png
0499,499_0,pignite,5,fire,fighting,2,https://img.pokemondb.net/sprites/home/normal/pignite.png
0500,500_0,emboar,5,fire,fighting,2,https://img.pokemondb.net/sprites/home/normal/emboar.png
0501,501_0,oshawott,5,water,,1,https://img.pokemondb.net/sprites/home/normal/oshawott.png
0502,502_0,dewott,5,water,,1,https://img.pokemondb.net/sprites/home/normal/dewott.png
0503,503_0,samurott,5,water,,1,https://img.pokemondb.net/sprites/home/normal/samurott.png
0503,503_1,samurott-hisuian,8,water,dark,2,https://img.pokemondb.net/sprites/home/normal/samurott-hisuian.png
0504,504_0,patrat,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/patrat.png
0505,505_0,watchog,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/watchog.png
0506,506_0,lillipup,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/lillipup.png
0507,507_0,herdier,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/herdier.png
0508,508_0,stoutland,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/stoutland.png
0509,509_0,purrloin,5,dark,,1,https://img.pokemondb.net/sprites/home/normal/purrloin.png
0510,510_0,liepard,5,dark,,1,https://img.pokemondb.net/sprites/home/normal/liepard.png
0511,511_0,pansage,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/pansage.png
0512,512_0,simisage,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/simisage.png
0513,513_0,pansear,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/pansear.png
0514,514_0,simisear,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/simisear.png
0515,515_0,panpour,5,water,,1,https://img.pokemondb.net/sprites/home/normal/panpour.png
0516,516_0,simipour,5,water,,1,https://img.pokemondb.net/sprites/home/normal/simipour.png
0517,517_0,munna,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/munna.png
0518,518_0,musharna,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/musharna.png
0519,519_0,pidove,5,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/pidove.png
0520,520_0,tranquill,5,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/tranquill.png
0521,521_0,unfezant,5,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/unfezant.png
0522,522_0,blitzle,5,electric,,1,https://img.pokemondb.net/sprites/home/normal/blitzle.png
0523,523_0,zebstrika,5,electric,,1,https://img.pokemondb.net/sprites/home/normal/zebstrika.png
0524,524_0,roggenrola,5,rock,,1,https://img.pokemondb.net/sprites/home/normal/roggenrola.png
0525,525_0,boldore,5,rock,,1,https://img.pokemondb.net/sprites/home/normal/boldore.png
0526,526_0,gigalith,5,rock,,1,https://img.pokemondb.net/sprites/home/normal/gigalith.png
0527,527_0,woobat,5,psychic,flying,2,https://img.pokemondb.net/sprites/home/normal/woobat.png
0528,528_0,swoobat,5,psychic,flying,2,https://img.pokemondb.net/sprites/home/normal/swoobat.png
0529,529_0,drilbur,5,ground,,1,https://img.pokemondb.net/sprites/home/normal/drilbur.png
0530,530_0,excadrill,5,ground,steel,2,https://img.pokemondb.net/sprites/home/normal/excadrill.png
0531,531_0,audino,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/audino.png
0532,532_0,timburr,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/timburr.png
0533,533_0,gurdurr,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/gurdurr.png
0534,534_0,conkeldurr,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/conkeldurr.png
0535,535_0,tympole,5,water,,1,https://img.pokemondb.net/sprites/home/normal/tympole.png
0536,536_0,palpitoad,5,water,ground,2,https://img.pokemondb.net/sprites/home/normal/palpitoad.png
0537,537_0,seismitoad,5,water,ground,2,https://img.pokemondb.net/sprites/home/normal/seismitoad.png
0538,538_0,throh,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/throh.png
0539,539_0,sawk,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/sawk.png
0540,540_0,sewaddle,5,bug,grass,2,https://img.pokemondb.net/sprites/home/normal/sewaddle.png
0541,541_0,swadloon,5,bug,grass,2,https://img.pokemondb.net/sprites/home/normal/swadloon.png
0542,542_0,leavanny,5,bug,grass,2,https://img.pokemondb.net/sprites/home/normal/leavanny.png
0543,543_0,venipede,5,bug,poison,2,https://img.pokemondb.net/sprites/home/normal/venipede.png
0544,544_0,whirlipede,5,bug,poison,2,https://img.pokemondb.net/sprites/home/normal/whirlipede.png
0545,545_0,scolipede,5,bug,poison,2,https://img.pokemondb.net/sprites/home/normal/scolipede.png
0546,546_0,cottonee,5,grass,fairy,2,https://img.pokemondb.net/sprites/home/normal/cottonee.png
0547,547_0,whimsicott,5,grass,fairy,2,https://img.pokemondb.net/sprites/home/normal/whimsicott.png
0548,548_0,petilil,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/petilil.png
0549,549_0,lilligant,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/lilligant.png
0549,549_1,lilligant-hisuian,8,grass,fighting,2,https://img.pokemondb.net/sprites/home/normal/lilligant-hisuian.png
0550,550_0,basculin-red-striped,5,water,,1,https://img.pokemondb.net/sprites/home/normal/basculin-red-striped.png
0550,550_1,basculin-blue-striped,5,water,,1,https://img.pokemondb.net/sprites/home/normal/basculin-blue-striped.png
0550,550_2,basculin-white-striped,8,water,,1,https://img.pokemondb.net/sprites/home/normal/basculin-white-striped.png
0551,551_0,sandile,5,ground,dark,2,https://img.pokemondb.net/sprites/home/normal/sandile.png
0552,552_0,krokorok,5,ground,dark,2,https://img.pokemondb.net/sprites/home/normal/krokorok.png
0553,553_0,krookodile,5,ground,dark,2,https://img.pokemondb.net/sprites/home/normal/krookodile.png
0554,554_0,darumaka,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/darumaka.png
0554,554_1,darumaka-galarian,8,ice,,1,https://img.pokemondb.net/sprites/home/normal/darumaka-galarian.png
0555,555_0,darmanitan,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/darmanitan.png
0555,555_1,darmanitan-zen,5,fire,psychic,2,https://img.pokemondb.net/sprites/home/normal/darmanitan-zen.png
0555,555_2,darmanitan-galarian-standard,8,ice,,1,https://img.pokemondb.net/sprites/home/normal/darmanitan-galarian-standard.png
0555,555_3,darmanitan-galarian-zen,8,ice,fire,2,https://img.pokemondb.net/sprites/home/normal/darmanitan-galarian-zen.png
0556,556_0,maractus,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/maractus.png
0557,557_0,dwebble,5,bug,rock,2,https://img.pokemondb.net/sprites/home/normal/dwebble.png
0558,558_0,crustle,5,bug,rock,2,https://img.pokemondb.net/sprites/home/normal/crustle.png
0559,559_0,scraggy,5,dark,fighting,2,https://img.pokemondb.net/sprites/home/normal/scraggy.png
0560,560_0,scrafty,5,dark,fighting,2,https://img.pokemondb.net/sprites/home/normal/scrafty.png
0561,561_0,sigilyph,5,psychic,flying,2,https://img.pokemondb.net/sprites/home/normal/sigilyph.png
0562,562_0,yamask,5,ghost,,1,https://img.pokemondb.net/sprites/home/normal/yamask.png
0562,562_1,yamask-galarian,8,ground,ghost,2,https://img.pokemondb.net/sprites/home/normal/yamask-galarian.png
0563,563_0,cofagrigus,5,ghost,,1,https://img.pokemondb.net/sprites/home/normal/cofagrigus.png
0564,564_0,tirtouga,5,water,rock,2,https://img.pokemondb.net/sprites/home/normal/tirtouga.png
0565,565_0,carracosta,5,water,rock,2,https://img.pokemondb.net/sprites/home/normal/carracosta.png
0566,566_0,archen,5,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/archen.png
0567,567_0,archeops,5,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/archeops.png
0568,568_0,trubbish,5,poison,,1,https://img.pokemondb.net/sprites/home/normal/trubbish.png
0569,569_0,garbodor,5,poison,,1,https://img.pokemondb.net/sprites/home/normal/garbodor.png
0570,570_0,zorua,5,dark,,1,https://img.pokemondb.net/sprites/home/normal/zorua.png
0570,570_1,zorua-hisuian,8,normal,ghost,2,https://img.pokemondb.net/sprites/home/normal/zorua-hisuian.png
0571,571_0,zoroark,5,dark,,1,https://img.pokemondb.net/sprites/home/normal/zoroark.png
0571,571_1,zoroark-hisuian,8,normal,ghost,2,https://img.pokemondb.net/sprites/home/normal/zoroark-hisuian.png
0572,572_0,minccino,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/minccino.png
0573,573_0,cinccino,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/cinccino.png
0574,574_0,gothita,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/gothita.png
0575,575_0,gothorita,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/gothorita.png
0576,576_0,gothitelle,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/gothitelle.png
0577,577_0,solosis,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/solosis.png
0578,578_0,duosion,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/duosion.png
0579,579_0,reuniclus,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/reuniclus.png
0580,580_0,ducklett,5,water,flying,2,https://img.pokemondb.net/sprites/home/normal/ducklett.png
0581,581_0,swanna,5,water,flying,2,https://img.pokemondb.net/sprites/home/normal/swanna.png
0582,582_0,vanillite,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/vanillite.png
0583,583_0,vanillish,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/vanillish.png
0584,584_0,vanilluxe,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/vanilluxe.png
0585,585_0,deerling-spring,5,normal,grass,2,https://img.pokemondb.net/sprites/home/normal/deerling-spring.png
0585,585_1,deerling-summer,5,normal,grass,2,https://img.pokemondb.net/sprites/home/normal/deerling-summer.png
0585,585_2,deerling-autumn,5,normal,grass,2,https://img.pokemondb.net/sprites/home/normal/deerling-autumn.png
0585,585_3,deerling-winter,5,normal,grass,2,https://img.pokemondb.net/sprites/home/normal/deerling-winter.png
0586,586_0,sawsbuck,5,normal,grass,2,https://img.pokemondb.net/sprites/home/normal/sawsbuck.png
0587,587_0,emolga,5,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/emolga.png
0588,588_0,karrablast,5,bug,,1,https://img.pokemondb.net/sprites/home/normal/karrablast.png
0589,589_0,escavalier,5,bug,steel,2,https://img.pokemondb.net/sprites/home/normal/escavalier.png
0590,590_0,foongus,5,grass,poison,2,https://img.pokemondb.net/sprites/home/normal/foongus.png
0591,591_0,amoonguss,5,grass,poison,2,https://img.pokemondb.net/sprites/home/normal/amoonguss.png
0592,592_0,frillish,5,water,ghost,2,https://img.pokemondb.net/sprites/home/normal/frillish.png
0593,593_0,jellicent,5,water,ghost,2,https://img.pokemondb.net/sprites/home/normal/jellicent.png
0594,594_0,alomomola,5,water,,1,https://img.pokemondb.net/sprites/home/normal/alomomola.png
0595,595_0,joltik,5,bug,electric,2,https://img.pokemondb.net/sprites/home/normal/joltik.png
0596,596_0,galvantula,5,bug,electric,2,https://img.pokemondb.net/sprites/home/normal/galvantula.png
0597,597_0,ferroseed,5,grass,steel,2,https://img.pokemondb.net/sprites/home/normal/ferroseed.png
0598,598_0,ferrothorn,5,grass,steel,2,https://img.pokemondb.net/sprites/home/normal/ferrothorn.png
0599,599_0,klink,5,steel,,1,https://img.pokemondb.net/sprites/home/normal/klink.png
0600,600_0,klang,5,steel,,1,https://img.pokemondb.net/sprites/home/normal/klang.png
0601,601_0,klinklang,5,steel,,1,https://img.pokemondb.net/sprites/home/normal/klinklang.png
0602,602_0,tynamo,5,electric,,1,https://img.pokemondb.net/sprites/home/normal/tynamo.png
0603,603_0,eelektrik,5,electric,,1,https://img.pokemondb.net/sprites/home/normal/eelektrik.png
0604,604_0,eelektross,5,electric,,1,https://img.pokemondb.net/sprites/home/normal/eelektross.png
0605,605_0,elgyem,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/elgyem.png
0606,606_0,beheeyem,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/beheeyem.png
0607,607_0,litwick,5,ghost,fire,2,https://img.pokemondb.net/sprites/home/normal/litwick.png
0608,608_0,lampent,5,ghost,fire,2,https://img.pokemondb.net/sprites/home/normal/lampent.png
0609,609_0,chandelure,5,ghost,fire,2,https://img.pokemondb.net/sprites/home/normal/chandelure.png
0610,610_0,axew,5,dragon,,1,https://img.pokemondb.net/sprites/home/normal/axew.png
0611,611_0,fraxure,5,dragon,,1,https://img.pokemondb.net/sprites/home/normal/fraxure.png
0612,612_0,haxorus,5,dragon,,1,https://img.pokemondb.net/sprites/home/normal/haxorus.png
0613,613_0,cubchoo,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/cubchoo.png
0614,614_0,beartic,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/beartic.png
0615,615_0,cryogonal,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/cryogonal.png
0616,616_0,shelmet,5,bug,,1,https://img.pokemondb.net/sprites/home/normal/shelmet.png
0617,617_0,accelgor,5,bug,,1,https://img.pokemondb.net/sprites/home/normal/accelgor.png
0618,618_0,stunfisk,5,ground,electric,2,https://img.pokemondb.net/sprites/home/normal/stunfisk.png
0618,618_1,stunfisk-galarian,8,ground,steel,2,https://img.pokemondb.net/sprites/home/normal/stunfisk-galarian.png
0619,619_0,mienfoo,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/mienfoo.png
0620,620_0,mienshao,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/mienshao.png
0621,621_0,druddigon,5,dragon,,1,https://img.pokemondb.net/sprites/home/normal/druddigon.png
0622,622_0,golett,5,ground,ghost,2,https://img.pokemondb.net/sprites/home/normal/golett.png
0623,623_0,golurk,5,ground,ghost,2,https://img.pokemondb.net/sprites/home/normal/golurk.png
0624,624_0,pawniard,5,dark,steel,2,https://img.pokemondb.net/sprites/home/normal/pawniard.png
0625,625_0,bisharp,5,dark,steel,2,https://img.pokemondb.net/sprites/home/normal/bisharp.png
0626,626_0,bouffalant,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/bouffalant.png
0627,627_0,rufflet,5,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/rufflet.png
0628,628_0,braviary,5,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/braviary.png
0628,628_1,braviary-hisuian,8,psychic,flying,2,https://img.pokemondb.net/sprites/home/normal/braviary-hisuian.png
0629,629_0,vullaby,5,dark,flying,2,https://img.pokemondb.net/sprites/home/normal/vullaby.png
0630,630_0,mandibuzz,5,dark,flying,2,https://img.pokemondb.net/sprites/home/normal/mandibuzz.png
0631,631_0,heatmor,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/heatmor.png
0632,632_0,durant,5,bug,steel,2,https://img.pokemondb.net/sprites/home/normal/durant.png
0633,633_0,deino,5,dark,dragon,2,https://img.pokemondb.net/sprites/home/normal/deino.png
0634,634_0,zweilous,5,dark,dragon,2,https://img.pokemondb.net/sprites/home/normal/zweilous.png
0635,635_0,hydreigon,5,dark,dragon,2,https://img.pokemondb.net/sprites/home/normal/hydreigon.png
0636,636_0,larvesta,5,bug,fire,2,https://img.pokemondb.net/sprites/home/normal/larvesta.png
0637,637_0,volcarona,5,bug,fire,2,https://img.pokemondb.net/sprites/home/normal/volcarona.png
0638,638_0,cobalion,5,steel,fighting,2,https://img.pokemondb.net/sprites/home/normal/cobalion.png
0639,639_0,terrakion,5,rock,fighting,2,https://img.pokemondb.net/sprites/home/normal/terrakion.png
0640,640_0,virizion,5,grass,fighting,2,https://img.pokemondb.net/sprites/home/normal/virizion.png
0641,641_0,tornadus-incarnate,5,flying,,1,https://img.pokemondb.net/sprites/home/normal/tornadus-incarnate.png
0641,641_1,tornadus-therian,5,flying,,1,https://img.pokemondb.net/sprites/home/normal/tornadus-therian.png
0642,642_0,thundurus-incarnate,5,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/thundurus-incarnate.png
0642,642_1,thundurus-therian,5,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/thundurus-therian.png
0643,643_0,reshiram,5,dragon,fire,2,https://img.pokemondb.net/sprites/home/normal/reshiram.png
0644,644_0,zekrom,5,dragon,electric,2,https://img.pokemondb.net/sprites/home/normal/zekrom.png
0645,645_0,landorus-incarnate,5,ground,flying,2,https://img.pokemondb.net/sprites/home/normal/landorus-incarnate.png
0645,645_1,landorus-therian,5,ground,flying,2,https://img.pokemondb.net/sprites/home/normal/landorus-therian.png
0646,646_0,kyurem,5,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/kyurem.png
0646,646_1,kyurem-white,5,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/kyurem-white.png
0646,646_2,kyurem-black,5,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/kyurem-black.png
0647,647_0,keldeo-ordinary,5,water,fighting,2,https://img.pokemondb.net/sprites/home/normal/keldeo-ordinary.png
0647,647_1,keldeo-resolute,5,water,fighting,2,https://img.pokemondb.net/sprites/home/normal/keldeo-resolute.png
0648,648_0,meloetta-aria,5,normal,psychic,2,https://img.pokemondb.net/sprites/home/normal/meloetta-aria.png
0648,648_1,meloetta-pirouette,5,normal,fighting,2,https://img.pokemondb.net/sprites/home/normal/meloetta-pirouette.png
0649,649_0,genesect,5,bug,steel,2,https://img.pokemondb.net/sprites/home/normal/genesect.png
0650,650_0,chespin,6,grass,,1,https://img.pokemondb.net/sprites/home/normal/chespin.png
0651,651_0,quilladin,6,grass,,1,https://img.pokemondb.net/sprites/home/normal/quilladin.png
0652,652_0,chesnaught,6,grass,fighting,2,https://img.pokemondb.net/sprites/home/normal/chesnaught.png
0653,653_0,fennekin,6,fire,,1,https://img.pokemondb.net/sprites/home/normal/fennekin.png
0654,654_0,braixen,6,fire,,1,https://img.pokemondb.net/sprites/home/normal/braixen.png
0655,655_0,delphox,6,fire,psychic,2,https://img.pokemondb.net/sprites/home/normal/delphox.png
0656,656_0,froakie,6,water,,1,https://img.pokemondb.net/sprites/home/normal/froakie.png
0657,657_0,frogadier,6,water,,1,https://img.pokemondb.net/sprites/home/normal/frogadier.png
0658,658_0,greninja,6,water,dark,2,https://img.pokemondb.net/sprites/home/normal/greninja.png
0658,658_1,greninja-ash,6,water,dark,2,https://img.pokemondb.net/sprites/home/normal/greninja-ash.png
0659,659_0,bunnelby,6,normal,,1,https://img.pokemondb.net/sprites/home/normal/bunnelby.png
0660,660_0,diggersby,6,normal,ground,2,https://img.pokemondb.net/sprites/home/normal/diggersby.png
0661,661_0,fletchling,6,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/fletchling.png
0662,662_0,fletchinder,6,fire,flying,2,https://img.pokemondb.net/sprites/home/normal/fletchinder.png
0663,663_0,talonflame,6,fire,flying,2,https://img.pokemondb.net/sprites/home/normal/talonflame.png
0664,664_0,scatterbug,6,bug,,1,https://img.pokemondb.net/sprites/home/normal/scatterbug.png
0665,665_0,spewpa,6,bug,,1,https://img.pokemondb.net/sprites/home/normal/spewpa.png
0666,666_0,vivillon,6,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/vivillon.png
0667,667_0,litleo,6,fire,normal,2,https://img.pokemondb.net/sprites/home/normal/litleo.png
0668,668_0,pyroar,6,fire,normal,2,https://img.pokemondb.net/sprites/home/normal/pyroar.png
0669,669_0,flabebe,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/flabebe.png
0670,670_0,floette,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/floette.png
0671,671_0,florges,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/florges.png
0672,672_0,skiddo,6,grass,,1,https://img.pokemondb.net/sprites/home/normal/skiddo.png
0673,673_0,gogoat,6,grass,,1,https://img.pokemondb.net/sprites/home/normal/gogoat.png
0674,674_0,pancham,6,fighting,,1,https://img.pokemondb.net/sprites/home/normal/pancham.png
0675,675_0,pangoro,6,fighting,dark,2,https://img.pokemondb.net/sprites/home/normal/pangoro.png
0676,676_0,furfrou,6,normal,,1,https://img.pokemondb.net/sprites/home/normal/furfrou.png
0677,677_0,espurr,6,psychic,,1,https://img.pokemondb.net/sprites/home/normal/espurr.png
0678,678_0,meowstic-male,6,psychic,,1,https://img.pokemondb.net/sprites/home/normal/meowstic-male.png
0678,678_1,meowstic-female,6,psychic,,1,https://img.pokemondb.net/sprites/home/normal/meowstic-female.png
0679,679_0,honedge,6,steel,ghost,2,https://img.pokemondb.net/sprites/home/normal/honedge.png
0680,680_0,doublade,6,steel,ghost,2,https://img.pokemondb.net/sprites/home/normal/doublade.png
0681,681_0,aegislash,6,steel,ghost,2,https://img.pokemondb.net/sprites/home/normal/aegislash.png
0681,681_1,aegislash-blade,6,steel,ghost,2,https://img.pokemondb.net/sprites/home/normal/aegislash-blade.png
0682,682_0,spritzee,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/spritzee.png
0683,683_0,aromatisse,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/aromatisse.png
0684,684_0,swirlix,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/swirlix.png
0685,685_0,slurpuff,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/slurpuff.png
0686,686_0,inkay,6,dark,psychic,2,https://img.pokemondb.net/sprites/home/normal/inkay.png
0687,687_0,malamar,6,dark,psychic,2,https://img.pokemondb.net/sprites/home/normal/malamar.png
0688,688_0,binacle,6,rock,water,2,https://img.pokemondb.net/sprites/home/normal/binacle.png
0689,689_0,barbaracle,6,rock,water,2,https://img.pokemondb.net/sprites/home/normal/barbaracle.png
0690,690_0,skrelp,6,poison,water,2,https://img.pokemondb.net/sprites/home/normal/skrelp.png
0691,691_0,dragalge,6,poison,dragon,2,https://img.pokemondb.net/sprites/home/normal/dragalge.png
0692,692_0,clauncher,6,water,,1,https://img.pokemondb.net/sprites/home/normal/clauncher.png
0693,693_0,clawitzer,6,water,,1,https://img.pokemondb.net/sprites/home/normal/clawitzer.png
0694,694_0,helioptile,6,electric,normal,2,https://img.pokemondb.net/sprites/home/normal/helioptile.png
0695,695_0,heliolisk,6,electric,normal,2,https://img.pokemondb.net/sprites/home/normal/heliolisk.png
0696,696_0,tyrunt,6,rock,dragon,2,https://img.pokemondb.net/sprites/home/normal/tyrunt.png
0697,697_0,tyrantrum,6,rock,dragon,2,https://img.pokemondb.net/sprites/home/normal/tyrantrum.png
0698,698_0,amaura,6,rock,ice,2,https://img.pokemondb.net/sprites/home/normal/amaura.png
0699,699_0,aurorus,6,rock,ice,2,https://img.pokemondb.net/sprites/home/normal/aurorus.png
0700,700_0,sylveon,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/sylveon.png
0701,701_0,hawlucha,6,fighting,flying,2,https://img.pokemondb.net/sprites/home/normal/hawlucha.png
0702,702_0,dedenne,6,electric,fairy,2,https://img.pokemondb.net/sprites/home/normal/dedenne.png
0703,703_0,carbink,6,rock,fairy,2,https://img.pokemondb.net/sprites/home/normal/carbink.png
0704,704_0,goomy,6,dragon,,1,https://img.pokemondb.net/sprites/home/normal/goomy.png
0705,705_0,sliggoo,6,dragon,,1,https://img.pokemondb.net/sprites/home/normal/sliggoo.png
0705,705_1,sliggoo-hisuian,8,steel,dragon,2,https://img.pokemondb.net/sprites/home/normal/sliggoo-hisuian.png
0706,706_0,goodra,6,dragon,,1,https://img.pokemondb.net/sprites/home/normal/goodra.png
0706,706_1,goodra-hisuian,8,steel,dragon,2,https://img.pokemondb.net/sprites/home/normal/goodra-hisuian.png
0707,707_0,klefki,6,steel,fairy,2,https://img.pokemondb.net/sprites/home/normal/klefki.png
0708,708_0,phantump,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/phantump.png
0709,709_0,trevenant,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/trevenant.png
0710,710_0,pumpkaboo-small,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-small.png
0710,710_1,pumpkaboo-average,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-average.png
0710,710_2,pumpkaboo-large,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-large.png
0710,710_3,pumpkaboo-super,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-super.png
0711,711_0,gourgeist-small,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/gourgeist-small.png
0711,711_1,gourgeist-average,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/gourgeist-average.png
0711,711_2,gourgeist-large,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/gourgeist-large.png
0711,711_3,gourgeist-super,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/gourgeist-super.png
0712,712_0,bergmite,6,ice,,1,https://img.pokemondb.net/sprites/home/normal/bergmite.png
0713,713_0,avalugg,6,ice,,1,https://img.pokemondb.net/sprites/home/normal/avalugg.png
0713,713_1,avalugg-hisuian,8,ice,rock,2,https://img.pokemondb.net/sprites/home/normal/avalugg-hisuian.png
0714,714_0,noibat,6,flying,dragon,2,https://img.pokemondb.net/sprites/home/normal/noibat.png
0715,715_0,noivern,6,flying,dragon,2,https://img.pokemondb.net/sprites/home/normal/noivern.png
0716,716_0,xerneas,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/xerneas.png
0717,717_0,yveltal,6,dark,flying,2,https://img.pokemondb.net/sprites/home/normal/yveltal.png
0718,718_0,zygarde-50,6,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/zygarde-50.png
0718,718_1,zygarde-10,6,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/zygarde-10.png
0718,718_2,zygarde-complete,6,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/zygarde-complete.png
0719,719_0,diancie,6,rock,fairy,2,https://img.pokemondb.net/sprites/home/normal/diancie.png
0720,720_0,hoopa-confined,6,psychic,ghost,2,https://img.pokemondb.net/sprites/home/normal/hoopa-confined.png
0720,720_1,hoopa-unbound,6,psychic,dark,2,https://img.pokemondb.net/sprites/home/normal/hoopa-unbound.png
0721,721_0,volcanion,6,fire,water,2,https://img.pokemondb.net/sprites/home/normal/volcanion.png
0722,722_0,rowlet,7,grass,flying,2,https://img.pokemondb.net/sprites/home/normal/rowlet.png
0723,723_0,dartrix,7,grass,flying,2,https://img.pokemondb.net/sprites/home/normal/dartrix.png
0724,724_0,decidueye,7,grass,ghost,2,https://img.pokemondb.net/sprites/home/normal/decidueye.png
0724,724_1,decidueye-hisuian,8,grass,fighting,2,https://img.pokemondb.net/sprites/home/normal/decidueye-hisuian.png
0725,725_0,litten,7,fire,,1,https://img.pokemondb.net/sprites/home/normal/litten.png
0726,726_0,torracat,7,fire,,1,https://img.pokemondb.net/sprites/home/normal/torracat.png
0727,727_0,incineroar,7,fire,dark,2,https://img.pokemondb.net/sprites/home/normal/incineroar.png
0728,728_0,popplio,7,water,,1,https://img.pokemondb.net/sprites/home/normal/popplio.png
0729,729_0,brionne,7,water,,1,https://img.pokemondb.net/sprites/home/normal/brionne.png
0730,730_0,primarina,7,water,fairy,2,https://img.pokemondb.net/sprites/home/normal/primarina.png
0731,731_0,pikipek,7,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/pikipek.png
0732,732_0,trumbeak,7,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/trumbeak.png
0733,733_0,toucannon,7,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/toucannon.png
