pokedex number,branch code,name,generation,type1,type2,number of types,sprites,basic_color,sprite dominant color
367,367_0,huntail,3,water,,1,https://img.pokemondb.net/sprites/home/normal/huntail.png,"[4, 124, 201]",[218 162 113]
368,368_0,gorebyss,3,water,,1,https://img.pokemondb.net/sprites/home/normal/gorebyss.png,"[4, 124, 201]",[202 155 195]
369,369_0,relicanth,3,water,rock,2,https://img.pokemondb.net/sprites/home/normal/relicanth.png,"[4, 124, 201]",[143 132 123]
370,370_0,luvdisc,3,water,,1,https://img.pokemondb.net/sprites/home/normal/luvdisc.png,"[4, 124, 201]",[226 105 136]
371,371_0,bagon,3,dragon,,1,https://img.pokemondb.net/sprites/home/normal/bagon.png,"[167, 143, 206]",[200 204 208]
372,372_0,shelgon,3,dragon,,1,https://img.pokemondb.net/sprites/home/normal/shelgon.png,"[167, 143, 206]",[197 202 207]
373,373_0,salamence,3,dragon,flying,2,https://img.pokemondb.net/sprites/home/normal/salamence.png,"[167, 143, 206]",[199 204 207]
374,374_0,beldum,3,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/beldum.png,"[170, 170, 170]",[ 50 132 162]
375,375_0,metang,3,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/metang.png,"[170, 170, 170]",[ 59 133 160]
376,376_0,metagross,3,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/metagross.png,"[170, 170, 170]",[131 180 197]
377,377_0,regirock,3,rock,,1,https://img.pokemondb.net/sprites/home/normal/regirock.png,"[128, 109, 0]",[200 193 189]
378,378_0,regice,3,ice,,1,https://img.pokemondb.net/sprites/home/normal/regice.png,"[135, 206, 235]",[115 173 216]
379,379_0,registeel,3,steel,,1,https://img.pokemondb.net/sprites/home/normal/registeel.png,"[170, 170, 170]",[174 181 181]
380,380_0,latias,3,dragon,psychic,2,https://img.pokemondb.net/sprites/home/normal/latias.png,"[167, 143, 206]",[220 206 210]
381,381_0,latios,3,dragon,psychic,2,https://img.pokemondb.net/sprites/home/normal/latios.png,"[167, 143, 206]",[141 183 170]
382,382_0,kyogre,3,water,,1,https://img.pokemondb.net/sprites/home/normal/kyogre.png,"[4, 124, 201]",[108 138 166]
382,382_1,kyogre-primal,3,water,,1,https://img.pokemondb.net/sprites/home/normal/kyogre-primal.png,"[4, 124, 201]",[ 39  69 137]
383,383_0,groudon,3,ground,,1,https://img.pokemondb.net/sprites/home/normal/groudon.png,"[204, 164, 0]",[188 186 184]
383,383_1,groudon-primal,3,ground,fire,2,https://img.pokemondb.net/sprites/home/normal/groudon-primal.png,"[204, 164, 0]",[211  50  85]
384,384_0,rayquaza,3,dragon,flying,2,https://img.pokemondb.net/sprites/home/normal/rayquaza.png,"[167, 143, 206]",[108 174 128]
385,385_0,jirachi,3,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/jirachi.png,"[170, 170, 170]",[200 194 160]
386,386_0,deoxys,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/deoxys.png,"[255, 105, 180]",[208 161 152]
386,386_1,deoxys-attack,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/deoxys-attack.png,"[255, 105, 180]",[203 202 201]
386,386_2,deoxys-defense,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/deoxys-defense.png,"[255, 105, 180]",[208 156 146]
386,386_3,deoxys-speed,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/deoxys-speed.png,"[255, 105, 180]",[209 140 129]
387,387_0,turtwig,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/turtwig.png,"[0, 100, 0]",[162 162 129]
388,388_0,grotle,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/grotle.png,"[0, 100, 0]",[137 166 131]
389,389_0,torterra,4,grass,ground,2,https://img.pokemondb.net/sprites/home/normal/torterra.png,"[0, 100, 0]",[165 175 163]
390,390_0,chimchar,4,fire,,1,https://img.pokemondb.net/sprites/home/normal/chimchar.png,"[255, 0, 0]",[209 165 105]
391,391_0,monferno,4,fire,fighting,2,https://img.pokemondb.net/sprites/home/normal/monferno.png,"[255, 0, 0]",[194 175 159]
392,392_0,infernape,4,fire,fighting,2,https://img.pokemondb.net/sprites/home/normal/infernape.png,"[255, 0, 0]",[214 205 194]
393,393_0,piplup,4,water,,1,https://img.pokemondb.net/sprites/home/normal/piplup.png,"[4, 124, 201]",[ 63 133 200]
394,394_0,prinplup,4,water,,1,https://img.pokemondb.net/sprites/home/normal/prinplup.png,"[4, 124, 201]",[139 186 207]
395,395_0,empoleon,4,water,steel,2,https://img.pokemondb.net/sprites/home/normal/empoleon.png,"[4, 124, 201]",[44 58 69]
396,396_0,starly,4,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/starly.png,"[211, 211, 211]",[110 109 101]
397,397_0,staravia,4,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/staravia.png,"[211, 211, 211]",[117 115 107]
398,398_0,staraptor,4,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/staraptor.png,"[211, 211, 211]",[79 81 74]
399,399_0,bidoof,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/bidoof.png,"[211, 211, 211]",[206 143  63]
400,400_0,bibarel,4,normal,water,2,https://img.pokemondb.net/sprites/home/normal/bibarel.png,"[211, 211, 211]",[191 132  59]
401,401_0,kricketot,4,bug,,1,https://img.pokemondb.net/sprites/home/normal/kricketot.png,"[204, 204, 0]",[124 128 131]
402,402_0,kricketune,4,bug,,1,https://img.pokemondb.net/sprites/home/normal/kricketune.png,"[204, 204, 0]",[200 134 112]
403,403_0,shinx,4,electric,,1,https://img.pokemondb.net/sprites/home/normal/shinx.png,"[255, 255, 0]",[147 190 212]
404,404_0,luxio,4,electric,,1,https://img.pokemondb.net/sprites/home/normal/luxio.png,"[255, 255, 0]",[168 190 198]
405,405_0,luxray,4,electric,,1,https://img.pokemondb.net/sprites/home/normal/luxray.png,"[255, 255, 0]",[60 58 56]
406,406_0,budew,4,grass,poison,2,https://img.pokemondb.net/sprites/home/normal/budew.png,"[0, 100, 0]",[173 205 125]
407,407_0,roserade,4,grass,poison,2,https://img.pokemondb.net/sprites/home/normal/roserade.png,"[0, 100, 0]",[202 211 199]
408,408_0,cranidos,4,rock,,1,https://img.pokemondb.net/sprites/home/normal/cranidos.png,"[128, 109, 0]",[181 183 185]
409,409_0,rampardos,4,rock,,1,https://img.pokemondb.net/sprites/home/normal/rampardos.png,"[128, 109, 0]",[212 211 210]
410,410_0,shieldon,4,rock,steel,2,https://img.pokemondb.net/sprites/home/normal/shieldon.png,"[128, 109, 0]",[136 138 142]
411,411_0,bastiodon,4,rock,steel,2,https://img.pokemondb.net/sprites/home/normal/bastiodon.png,"[128, 109, 0]",[104 105 106]
412,412_0,burmy-plant,4,bug,,1,https://img.pokemondb.net/sprites/home/normal/burmy-plant.png,"[204, 204, 0]",[140 193  76]
412,412_1,burmy-sandy,4,bug,,1,https://img.pokemondb.net/sprites/home/normal/burmy-sandy.png,"[204, 204, 0]",[200 193 160]
412,412_2,burmy-trash,4,bug,,1,https://img.pokemondb.net/sprites/home/normal/burmy-trash.png,"[204, 204, 0]",[215 172 182]
413,413_0,wormadam-plant,4,bug,grass,2,https://img.pokemondb.net/sprites/home/normal/wormadam-plant.png,"[204, 204, 0]",[142 153 152]
413,413_1,wormadam-sandy,4,bug,ground,2,https://img.pokemondb.net/sprites/home/normal/wormadam-sandy.png,"[204, 204, 0]",[205 197 177]
413,413_2,wormadam-trash,4,bug,steel,2,https://img.pokemondb.net/sprites/home/normal/wormadam-trash.png,"[204, 204, 0]",[202 150 165]
414,414_0,mothim,4,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/mothim.png,"[204, 204, 0]",[225 160  82]
415,415_0,combee,4,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/combee.png,"[204, 204, 0]",[208 175 133]
416,416_0,vespiquen,4,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/vespiquen.png,"[204, 204, 0]",[201 201 198]
417,417_0,pachirisu,4,electric,,1,https://img.pokemondb.net/sprites/home/normal/pachirisu.png,"[255, 255, 0]",[189 206 212]
418,418_0,buizel,4,water,,1,https://img.pokemondb.net/sprites/home/normal/buizel.png,"[4, 124, 201]",[209 173 110]
419,419_0,floatzel,4,water,,1,https://img.pokemondb.net/sprites/home/normal/floatzel.png,"[4, 124, 201]",[216 167  86]
420,420_0,cherubi,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/cherubi.png,"[0, 100, 0]",[213 125 138]
421,421_0,cherrim,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/cherrim.png,"[0, 100, 0]",[163 120 145]
421,421_1,cherrim-sunshine,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/cherrim-sunshine.png,"[0, 100, 0]",[223 196 205]
422,422_0,shellos-east,4,water,,1,https://img.pokemondb.net/sprites/home/normal/shellos-east.png,"[4, 124, 201]",[162 201  98]
422,422_1,shellos-west,4,water,,1,https://img.pokemondb.net/sprites/home/normal/shellos-west.png,"[4, 124, 201]",[218 145 170]
423,423_0,gastrodon-east,4,water,ground,2,https://img.pokemondb.net/sprites/home/normal/gastrodon-east.png,"[4, 124, 201]",[ 80 172 131]
423,423_1,gastrodon-west,4,water,ground,2,https://img.pokemondb.net/sprites/home/normal/gastrodon-west.png,"[4, 124, 201]",[163 123 104]
424,424_0,ambipom,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/ambipom.png,"[211, 211, 211]",[181 158 194]
425,425_0,drifloon,4,ghost,flying,2,https://img.pokemondb.net/sprites/home/normal/drifloon.png,"[25, 25, 112]",[190 165 210]
426,426_0,drifblim,4,ghost,flying,2,https://img.pokemondb.net/sprites/home/normal/drifblim.png,"[25, 25, 112]",[202 199 205]
427,427_0,buneary,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/buneary.png,"[211, 211, 211]",[217 202 155]
428,428_0,lopunny,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/lopunny.png,"[211, 211, 211]",[220 202 150]
429,429_0,mismagius,4,ghost,,1,https://img.pokemondb.net/sprites/home/normal/mismagius.png,"[25, 25, 112]",[187 136 161]
430,430_0,honchkrow,4,dark,flying,2,https://img.pokemondb.net/sprites/home/normal/honchkrow.png,"[31, 16, 8]",[116 127 145]
431,431_0,glameow,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/glameow.png,"[211, 211, 211]",[120 147 163]
432,432_0,purugly,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/purugly.png,"[211, 211, 211]",[119 143 160]
433,433_0,chingling,4,psychic,,1,https://img.pokemondb.net/sprites/home/normal/chingling.png,"[255, 105, 180]",[201 129 144]
434,434_0,stunky,4,poison,dark,2,https://img.pokemondb.net/sprites/home/normal/stunky.png,"[97, 64, 81]",[85 45 91]
435,435_0,skuntank,4,poison,dark,2,https://img.pokemondb.net/sprites/home/normal/skuntank.png,"[97, 64, 81]",[ 99  53 105]
436,436_0,bronzor,4,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/bronzor.png,"[170, 170, 170]",[ 58 117 136]
437,437_0,bronzong,4,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/bronzong.png,"[170, 170, 170]",[112 157 164]
438,438_0,bonsly,4,rock,,1,https://img.pokemondb.net/sprites/home/normal/bonsly.png,"[128, 109, 0]",[121 174 112]
439,439_0,mime-jr,4,psychic,fairy,2,https://img.pokemondb.net/sprites/home/normal/mime-jr.png,"[255, 105, 180]",[215 202 211]
440,440_0,happiny,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/happiny.png,"[211, 211, 211]",[225 183 194]
441,441_0,chatot,4,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/chatot.png,"[211, 211, 211]",[200 209 209]
442,442_0,spiritomb,4,ghost,dark,2,https://img.pokemondb.net/sprites/home/normal/spiritomb.png,"[25, 25, 112]",[208 151 181]
443,443_0,gible,4,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/gible.png,"[167, 143, 206]",[124 193 218]
444,444_0,gabite,4,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/gabite.png,"[167, 143, 206]",[186 192 201]
445,445_0,garchomp,4,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/garchomp.png,"[167, 143, 206]",[210 210 214]
446,446_0,munchlax,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/munchlax.png,"[211, 211, 211]",[ 69 131 157]
447,447_0,riolu,4,fighting,,1,https://img.pokemondb.net/sprites/home/normal/riolu.png,"[136, 84, 11]",[118 128 134]
448,448_0,lucario,4,fighting,steel,2,https://img.pokemondb.net/sprites/home/normal/lucario.png,"[136, 84, 11]",[146 156 161]
449,449_0,hippopotas,4,ground,,1,https://img.pokemondb.net/sprites/home/normal/hippopotas.png,"[204, 164, 0]",[214 194 141]
450,450_0,hippowdon,4,ground,,1,https://img.pokemondb.net/sprites/home/normal/hippowdon.png,"[204, 164, 0]",[105 109 110]
451,451_0,skorupi,4,poison,bug,2,https://img.pokemondb.net/sprites/home/normal/skorupi.png,"[97, 64, 81]",[204 205 210]
452,452_0,drapion,4,poison,dark,2,https://img.pokemondb.net/sprites/home/normal/drapion.png,"[97, 64, 81]",[161  97 138]
453,453_0,croagunk,4,poison,fighting,2,https://img.pokemondb.net/sprites/home/normal/croagunk.png,"[97, 64, 81]",[ 67 113 168]
454,454_0,toxicroak,4,poison,fighting,2,https://img.pokemondb.net/sprites/home/normal/toxicroak.png,"[97, 64, 81]",[116 162 179]
455,455_0,carnivine,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/carnivine.png,"[0, 100, 0]",[171 199 124]
456,456_0,finneon,4,water,,1,https://img.pokemondb.net/sprites/home/normal/finneon.png,"[4, 124, 201]",[161 176 187]
457,457_0,lumineon,4,water,,1,https://img.pokemondb.net/sprites/home/normal/lumineon.png,"[4, 124, 201]",[167 193 203]
458,458_0,mantyke,4,water,flying,2,https://img.pokemondb.net/sprites/home/normal/mantyke.png,"[4, 124, 201]",[164 195 216]
459,459_0,snover,4,grass,ice,2,https://img.pokemondb.net/sprites/home/normal/snover.png,"[0, 100, 0]",[113 151 158]
460,460_0,abomasnow,4,grass,ice,2,https://img.pokemondb.net/sprites/home/normal/abomasnow.png,"[0, 100, 0]",[217 218 222]
461,461_0,weavile,4,dark,ice,2,https://img.pokemondb.net/sprites/home/normal/weavile.png,"[31, 16, 8]",[114 144 163]
462,462_0,magnezone,4,electric,steel,2,https://img.pokemondb.net/sprites/home/normal/magnezone.png,"[255, 255, 0]",[148 165 183]
463,463_0,lickilicky,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/lickilicky.png,"[211, 211, 211]",[203 148 161]
464,464_0,rhyperior,4,ground,rock,2,https://img.pokemondb.net/sprites/home/normal/rhyperior.png,"[204, 164, 0]",[104  85  83]
465,465_0,tangrowth,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/tangrowth.png,"[0, 100, 0]",[ 53 150 183]
466,466_0,electivire,4,electric,,1,https://img.pokemondb.net/sprites/home/normal/electivire.png,"[255, 255, 0]",[80 89 84]
467,467_0,magmortar,4,fire,,1,https://img.pokemondb.net/sprites/home/normal/magmortar.png,"[255, 0, 0]",[213 150 132]
468,468_0,togekiss,4,fairy,flying,2,https://img.pokemondb.net/sprites/home/normal/togekiss.png,"[255, 182, 193]",[189 202 203]
469,469_0,yanmega,4,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/yanmega.png,"[204, 204, 0]",[132 131 128]
470,470_0,leafeon,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/leafeon.png,"[0, 100, 0]",[131 198 160]
471,471_0,glaceon,4,ice,,1,https://img.pokemondb.net/sprites/home/normal/glaceon.png,"[135, 206, 235]",[157 184 199]
472,472_0,gliscor,4,ground,flying,2,https://img.pokemondb.net/sprites/home/normal/gliscor.png,"[204, 164, 0]",[150 149 168]
473,473_0,mamoswine,4,ice,ground,2,https://img.pokemondb.net/sprites/home/normal/mamoswine.png,"[135, 206, 235]",[201 194 184]
474,474_0,porygon-z,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/porygon-z.png,"[211, 211, 211]",[ 96 176 209]
475,475_0,gallade,4,psychic,fighting,2,https://img.pokemondb.net/sprites/home/normal/gallade.png,"[255, 105, 180]",[186 194 196]
476,476_0,probopass,4,rock,steel,2,https://img.pokemondb.net/sprites/home/normal/probopass.png,"[128, 109, 0]",[102 144 178]
477,477_0,dusknoir,4,ghost,,1,https://img.pokemondb.net/sprites/home/normal/dusknoir.png,"[25, 25, 112]",[194 197 173]
478,478_0,froslass,4,ice,ghost,2,https://img.pokemondb.net/sprites/home/normal/froslass.png,"[135, 206, 235]",[185 196 200]
479,479_0,rotom,4,electric,ghost,2,https://img.pokemondb.net/sprites/home/normal/rotom.png,"[255, 255, 0]",[167 215 224]
479,479_1,rotom-heat,4,electric,fire,2,https://img.pokemondb.net/sprites/home/normal/rotom-heat.png,"[255, 255, 0]",[205 134 136]
479,479_2,rotom-wash,4,electric,water,2,https://img.pokemondb.net/sprites/home/normal/rotom-wash.png,"[255, 255, 0]",[ 86 183 218]
479,479_3,rotom-frost,4,electric,ice,2,https://img.pokemondb.net/sprites/home/normal/rotom-frost.png,"[255, 255, 0]",[150 149 209]
479,479_4,rotom-fan,4,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/rotom-fan.png,"[255, 255, 0]",[230 211 134]
479,479_5,rotom-mow,4,electric,grass,2,https://img.pokemondb.net/sprites/home/normal/rotom-mow.png,"[255, 255, 0]",[151 196 102]
480,480_0,uxie,4,psychic,,1,https://img.pokemondb.net/sprites/home/normal/uxie.png,"[255, 105, 180]",[186 198 210]
481,481_0,mesprit,4,psychic,,1,https://img.pokemondb.net/sprites/home/normal/mesprit.png,"[255, 105, 180]",[222 195 208]
482,482_0,azelf,4,psychic,,1,https://img.pokemondb.net/sprites/home/normal/azelf.png,"[255, 105, 180]",[188 208 222]
483,483_0,dialga,4,steel,dragon,2,https://img.pokemondb.net/sprites/home/normal/dialga.png,"[170, 170, 170]",[179 188 202]
483,483_1,dialga-origin,4,steel,dragon,2,https://img.pokemondb.net/sprites/home/normal/dialga-origin.png,"[170, 170, 170]",[179 188 199]
484,484_0,palkia,4,water,dragon,2,https://img.pokemondb.net/sprites/home/normal/palkia.png,"[4, 124, 201]",[214 213 221]
484,484_1,palkia-origin,4,water,dragon,2,https://img.pokemondb.net/sprites/home/normal/palkia-origin.png,"[4, 124, 201]",[198 189 205]
485,485_0,heatran,4,fire,steel,2,https://img.pokemondb.net/sprites/home/normal/heatran.png,"[255, 0, 0]",[203 206 209]
486,486_0,regigigas,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/regigigas.png,"[211, 211, 211]",[201 202 199]
487,487_0,giratina,4,ghost,dragon,2,https://img.pokemondb.net/sprites/home/normal/giratina.png,"[25, 25, 112]",[157 162 162]
487,487_1,giratina-origin,4,ghost,dragon,2,https://img.pokemondb.net/sprites/home/normal/giratina-origin.png,"[25, 25, 112]",[70 70 72]
488,488_0,cresselia,4,psychic,,1,https://img.pokemondb.net/sprites/home/normal/cresselia.png,"[255, 105, 180]",[218 205 160]
489,489_0,phione,4,water,,1,https://img.pokemondb.net/sprites/home/normal/phione.png,"[4, 124, 201]",[132 184 203]
490,490_0,manaphy,4,water,,1,https://img.pokemondb.net/sprites/home/normal/manaphy.png,"[4, 124, 201]",[136 187 207]
491,491_0,darkrai,4,dark,,1,https://img.pokemondb.net/sprites/home/normal/darkrai.png,"[31, 16, 8]",[204 205 207]
492,492_0,shaymin-land,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/shaymin-land.png,"[0, 100, 0]",[207 204 207]
492,492_1,shaymin-sky,4,grass,flying,2,https://img.pokemondb.net/sprites/home/normal/shaymin-sky.png,"[0, 100, 0]",[202 198 200]
493,493_0,arceus,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/arceus.png,"[211, 211, 211]",[192 197 195]
494,494_0,victini,5,psychic,fire,2,https://img.pokemondb.net/sprites/home/normal/victini.png,"[255, 105, 180]",[215 190 144]
495,495_0,snivy,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/snivy.png,"[0, 100, 0]",[192 192 160]
496,496_0,servine,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/servine.png,"[0, 100, 0]",[190 185 148]
497,497_0,serperior,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/serperior.png,"[0, 100, 0]",[156 189 167]
498,498_0,tepig,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/tepig.png,"[255, 0, 0]",[202 117  77]
499,499_0,pignite,5,fire,fighting,2,https://img.pokemondb.net/sprites/home/normal/pignite.png,"[255, 0, 0]",[99 89 80]
500,500_0,emboar,5,fire,fighting,2,https://img.pokemondb.net/sprites/home/normal/emboar.png,"[255, 0, 0]",[61 49 47]
501,501_0,oshawott,5,water,,1,https://img.pokemondb.net/sprites/home/normal/oshawott.png,"[4, 124, 201]",[207 209 211]
502,502_0,dewott,5,water,,1,https://img.pokemondb.net/sprites/home/normal/dewott.png,"[4, 124, 201]",[ 73 179 197]
503,503_0,samurott,5,water,,1,https://img.pokemondb.net/sprites/home/normal/samurott.png,"[4, 124, 201]",[206 190 155]
503,503_1,samurott-hisuian,8,water,dark,2,https://img.pokemondb.net/sprites/home/normal/samurott-hisuian.png,"[4, 124, 201]",[ 40  75 111]
504,504_0,patrat,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/patrat.png,"[211, 211, 211]",[170 155 121]
505,505_0,watchog,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/watchog.png,"[211, 211, 211]",[129  60  47]
506,506_0,lillipup,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/lillipup.png,"[211, 211, 211]",[210 190 162]
507,507_0,herdier,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/herdier.png,"[211, 211, 211]",[192 127  66]
508,508_0,stoutland,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/stoutland.png,"[211, 211, 211]",[213 201 178]
509,509_0,purrloin,5,dark,,1,https://img.pokemondb.net/sprites/home/normal/purrloin.png,"[31, 16, 8]",[136  95 141]
510,510_0,liepard,5,dark,,1,https://img.pokemondb.net/sprites/home/normal/liepard.png,"[31, 16, 8]",[132  74 136]
511,511_0,pansage,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/pansage.png,"[0, 100, 0]",[198 200 197]
512,512_0,simisage,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/simisage.png,"[0, 100, 0]",[ 65 155 105]
513,513_0,pansear,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/pansear.png,"[255, 0, 0]",[184 143 143]
514,514_0,simisear,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/simisear.png,"[255, 0, 0]",[206  84  87]
515,515_0,panpour,5,water,,1,https://img.pokemondb.net/sprites/home/normal/panpour.png,"[4, 124, 201]",[ 76 174 195]
516,516_0,simipour,5,water,,1,https://img.pokemondb.net/sprites/home/normal/simipour.png,"[4, 124, 201]",[ 69 164 179]
517,517_0,munna,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/munna.png,"[255, 105, 180]",[223 200 212]
518,518_0,musharna,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/musharna.png,"[255, 105, 180]",[214 192 197]
519,519_0,pidove,5,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/pidove.png,"[211, 211, 211]",[175 171 176]
520,520_0,tranquill,5,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/tranquill.png,"[211, 211, 211]",[185 179 184]
521,521_0,unfezant,5,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/unfezant.png,"[211, 211, 211]",[139 153 151]
522,522_0,blitzle,5,electric,,1,https://img.pokemondb.net/sprites/home/normal/blitzle.png,"[255, 255, 0]",[198 197 192]
523,523_0,zebstrika,5,electric,,1,https://img.pokemondb.net/sprites/home/normal/zebstrika.png,"[255, 255, 0]",[217 217 216]
524,524_0,roggenrola,5,rock,,1,https://img.pokemondb.net/sprites/home/normal/roggenrola.png,"[128, 109, 0]",[212 195 159]
525,525_0,boldore,5,rock,,1,https://img.pokemondb.net/sprites/home/normal/boldore.png,"[128, 109, 0]",[ 33  69 118]
526,526_0,gigalith,5,rock,,1,https://img.pokemondb.net/sprites/home/normal/gigalith.png,"[128, 109, 0]",[187  43  51]
527,527_0,woobat,5,psychic,flying,2,https://img.pokemondb.net/sprites/home/normal/woobat.png,"[255, 105, 180]",[158 184 189]
528,528_0,swoobat,5,psychic,flying,2,https://img.pokemondb.net/sprites/home/normal/swoobat.png,"[255, 105, 180]",[197 198 207]
529,529_0,drilbur,5,ground,,1,https://img.pokemondb.net/sprites/home/normal/drilbur.png,"[204, 164, 0]",[144 132 129]
530,530_0,excadrill,5,ground,steel,2,https://img.pokemondb.net/sprites/home/normal/excadrill.png,"[204, 164, 0]",[90 76 73]
531,531_0,audino,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/audino.png,"[211, 211, 211]",[217 162 171]
532,532_0,timburr,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/timburr.png,"[136, 84, 11]",[207 200 188]
533,533_0,gurdurr,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/gurdurr.png,"[136, 84, 11]",[168 156 142]
534,534_0,conkeldurr,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/conkeldurr.png,"[136, 84, 11]",[195 148 128]
535,535_0,tympole,5,water,,1,https://img.pokemondb.net/sprites/home/normal/tympole.png,"[4, 124, 201]",[117 176 196]
536,536_0,palpitoad,5,water,ground,2,https://img.pokemondb.net/sprites/home/normal/palpitoad.png,"[4, 124, 201]",[194 208 209]
537,537_0,seismitoad,5,water,ground,2,https://img.pokemondb.net/sprites/home/normal/seismitoad.png,"[4, 124, 201]",[162 186 189]
538,538_0,throh,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/throh.png,"[136, 84, 11]",[212 207 202]
539,539_0,sawk,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/sawk.png,"[136, 84, 11]",[195 207 203]
540,540_0,sewaddle,5,bug,grass,2,https://img.pokemondb.net/sprites/home/normal/sewaddle.png,"[204, 204, 0]",[100 162  34]
541,541_0,swadloon,5,bug,grass,2,https://img.pokemondb.net/sprites/home/normal/swadloon.png,"[204, 204, 0]",[147 179 120]
542,542_0,leavanny,5,bug,grass,2,https://img.pokemondb.net/sprites/home/normal/leavanny.png,"[204, 204, 0]",[140 183  63]
543,543_0,venipede,5,bug,poison,2,https://img.pokemondb.net/sprites/home/normal/venipede.png,"[204, 204, 0]",[188 149 156]
544,544_0,whirlipede,5,bug,poison,2,https://img.pokemondb.net/sprites/home/normal/whirlipede.png,"[204, 204, 0]",[174 162 185]
545,545_0,scolipede,5,bug,poison,2,https://img.pokemondb.net/sprites/home/normal/scolipede.png,"[204, 204, 0]",[178 120 141]
546,546_0,cottonee,5,grass,fairy,2,https://img.pokemondb.net/sprites/home/normal/cottonee.png,"[0, 100, 0]",[193 204 181]
547,547_0,whimsicott,5,grass,fairy,2,https://img.pokemondb.net/sprites/home/normal/whimsicott.png,"[0, 100, 0]",[221 212 174]
548,548_0,petilil,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/petilil.png,"[0, 100, 0]",[206 209 147]
549,549_0,lilligant,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/lilligant.png,"[0, 100, 0]",[161 204 139]
549,549_1,lilligant-hisuian,8,grass,fighting,2,https://img.pokemondb.net/sprites/home/normal/lilligant-hisuian.png,"[0, 100, 0]",[212 207 210]
550,550_0,basculin-red-striped,5,water,,1,https://img.pokemondb.net/sprites/home/normal/basculin-red-striped.png,"[4, 124, 201]",[198 200 200]
